Run_ID,Domain_Name,Domain_File,Problem_Instance,Planner_Used,Stage,LLM_Used,PromptID,PlanCost,Runtime_internal_s,Runtime_wall_s,Output_Status,StatesExpanded,StatesGenerated,StatesEvaluated,PeakMemoryKB,Timestamp
38,snake,domain.pddl,instance-01.pddl,lama,BASELINE,N/A,N/A,51,1.635865,7.144595,SUCCESS,878,2141,891,30952,2026-04-29T11:55:43.392806+00:00
39,visitall,domain.pddl,instance-02.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,689912,2026-04-29T11:56:35.848526+00:00
40,visitall,domain.pddl,instance-02.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T11:56:36.535538+00:00
41,snake,domain.pddl,instance-08.pddl,bfws,BASELINE,N/A,N/A,177,210.711,219.608782,SUCCESS,3856,8009,N/A,N/A,2026-04-29T11:58:20.092976+00:00
42,snake,domain.pddl,instance-02.pddl,lama,BASELINE,N/A,N/A,138,161.512015,167.373928,SUCCESS,202875,423907,207458,52936,2026-04-29T11:58:30.818685+00:00
43,visitall,domain.pddl,instance-03.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,756956,2026-04-29T12:02:35.666193+00:00
44,visitall,domain.pddl,instance-03.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:02:37.089182+00:00
45,snake,domain.pddl,instance-09.pddl,bfws,BASELINE,N/A,N/A,157,266.02,273.465038,SUCCESS,4845,9818,N/A,N/A,2026-04-29T12:02:53.610564+00:00
46,snake,domain.pddl,instance-03.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,90148,2026-04-29T12:04:31.168095+00:00
47,snake,domain.pddl,instance-11.pddl,bfws,BASELINE,N/A,N/A,118,318.016,329.653987,SUCCESS,3283,7785,N/A,N/A,2026-04-29T12:08:23.316097+00:00
48,visitall,domain.pddl,instance-04.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,750948,2026-04-29T12:08:35.499517+00:00
49,visitall,domain.pddl,instance-04.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:08:37.604313+00:00
50,snake,domain.pddl,instance-04.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,80212,2026-04-29T12:10:31.162225+00:00
51,snake,domain.pddl,instance-12.pddl,bfws,BASELINE,N/A,N/A,N/A,0.202934,360.0,TIMEOUT,8709,9583,N/A,N/A,2026-04-29T12:14:23.830316+00:00
52,visitall,domain.pddl,instance-07.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,486932,2026-04-29T12:14:34.693075+00:00
53,visitall,domain.pddl,instance-07.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:14:38.090654+00:00
54,snake,domain.pddl,instance-07.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,75184,2026-04-29T12:16:30.987088+00:00
55,snake,domain.pddl,instance-13.pddl,bfws,BASELINE,N/A,N/A,N/A,0.216174,360.0,TIMEOUT,8187,9207,N/A,N/A,2026-04-29T12:20:24.327979+00:00
56,visitall,domain.pddl,instance-08.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,471616,2026-04-29T12:20:33.777861+00:00
57,visitall,domain.pddl,instance-08.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:20:38.612171+00:00
58,snake,domain.pddl,instance-08.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,69228,2026-04-29T12:22:31.211590+00:00
59,snake,domain.pddl,instance-14.pddl,bfws,BASELINE,N/A,N/A,N/A,0.274702,360.0,TIMEOUT,10867,11961,N/A,N/A,2026-04-29T12:26:24.807291+00:00
60,visitall,domain.pddl,instance-09.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,442456,2026-04-29T12:26:32.805098+00:00
61,visitall,domain.pddl,instance-09.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:26:39.123277+00:00
62,snake,domain.pddl,instance-09.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,69468,2026-04-29T12:28:31.341403+00:00
63,snake,domain.pddl,instance-16.pddl,bfws,BASELINE,N/A,N/A,N/A,0.551569,360.0,TIMEOUT,15458,17539,N/A,N/A,2026-04-29T12:32:25.287449+00:00
64,visitall,domain.pddl,instance-11.pddl,decstar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,407456,2026-04-29T12:32:31.938614+00:00
65,visitall,domain.pddl,instance-11.pddl,madagascar,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,N/A,2026-04-29T12:32:39.585160+00:00
66,snake,domain.pddl,instance-11.pddl,lama,BASELINE,N/A,N/A,N/A,N/A,360.0,TIMEOUT,N/A,N/A,N/A,79736,2026-04-29T12:34:32.010728+00:00
67,snake,domain.pddl,instance-17.pddl,bfws,BASELINE,N/A,N/A,N/A,0.435413,360.0,TIMEOUT,10722,11956,N/A,N/A,2026-04-29T12:38:25.793546+00:00
